age,agechild,citistat,female,married,ownchild,wbhaom,gradeatn,cow1,ftptstat,statefips,hoursut,faminc,mind16,mocc10
73,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Not married,10,Native American,Doctorate,Government - Federal,"Not at work, usually part-time",AK,153,"Less than $5,000",Wholesale trade,Office and admin
56,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born abroad with American parent(s)",Female,Married,9,Black,Associate degree-occupational/vocational,Government - Local,"FT hours (35+), usually FT",TN,58,"$150,000+",Communications and utilities,Sales
58,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born abroad with American parent(s)",Male,Married,7,Asian,Bachelor's degree,"Self-employed, incorporated","FT hours, usually PT for economic reasons",UT,184,"$5,000 - $7,499",Communications and utilities,Sales
34,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Female,Married,8,Multiple races,7th-8th grade,"Self-employed, incorporated","FT hours (35+), usually FT",IA,11,"$10,000 - $12,499",Social Services,Sales
79,All own children 0-2 years of age,"Native, born abroad with American parent(s)",Female,Married,0,Multiple races,Doctorate,"Self-employed, incorporated","PT hrs, usually PT for non-economic reasons",ID,35,"$20,000 - $24,999",Construction,Services
58,Own children from all age groups,"Native, born in US",Female,Not married,6,White,Associate degree-occupational/vocational,Government - Local,"Not at work, usually part-time",MS,20,"$10,000 - $12,499",Communications and utilities,Office and admin
21,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Married,0,Black,10th grade,"Self-employed, unincorporated","FT hours, usually PT for economic reasons",FL,11,"$75,000 - $99,999",Entertainment and recreation,"Precision production, craft and repair"
41,All own children 3-5 years of age,"Foreign born, naturalized US citizen",Male,Married,8,White,Less than 1st grade,Government - State,"FT hours, usually PT for non-economic",IN,45,"$150,000+",Construction,Office and admin
38,All own children 3-5 years of age,"Native, born in US",Male,Not married,6,Asian,Associate degree-occupational/vocational,"Private, for profit","Not at work, usually part-time",NE,165,"$40,000 - $49,999",Communications and utilities,Services
61,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, naturalized US citizen",Female,Married,0,Multiple races,1st-4th grade,Government - Federal,"Not at work, usually part-time",SD,175,"$25,000 - $29,999","Personal services, including private household",Services
71,Own children from all age groups,"Foreign born, not a US citizen",Female,Married,6,Hispanic,10th grade,Government - Federal,"FT hours, usually PT for economic reasons",AR,120,"$150,000+","Manufacturing, nondurable goods",Managers and professionals
58,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Male,Not married,12,White,Associate degree-occupational/vocational,"Self-employed, incorporated","Not at work, usually part-time",ID,104,"$100,000 - $149,999","Medical, except hospital",Managers and professionals
41,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born abroad with American parent(s)",Female,Not married,2,Native American,Professional school,Government - State,"PT hrs, usually PT for economic reasons",NE,80,"$12,500 - $14,999","Agriculture, mining, forestry and fisheries",Technicians
59,No own children under 18 years of age,"Foreign born, not a US citizen",Female,Married,8,Native American,7th-8th grade,"Private, nonprofit","Not at work, usually part-time",MD,114,"$20,000 - $24,999",Retail trade,Services
62,No own children under 18 years of age,"Native, born abroad with American parent(s)",Female,Not married,10,Black,11th grade,Without pay,Not in labor force,ND,64,"$75,000 - $99,999","Agriculture, mining, forestry and fisheries",Office and admin
41,All own children 14-17 years of age,"Native, born in US",Female,Not married,2,Asian,Bachelor's degree,"Private, nonprofit","Not at work, usually part-time",MI,169,"$100,000 - $149,999","Agriculture, mining, forestry and fisheries",Office and admin
68,Own children from all age groups,"Foreign born, not a US citizen",Female,Married,6,White,Less than 1st grade,"Private, nonprofit",Unemployed PT,CA,121,"$30,000 - $34,999","Medical, except hospital",Technicians
34,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born in US",Female,Not married,8,Asian,"HS graduate, GED","Private, for profit","FT hours (35+), usually FT",UT,161,"$7,500 - $9,999",Retail trade,Technicians
23,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born abroad with American parent(s)",Female,Not married,6,Multiple races,Bachelor's degree,Government - Federal,"Not at work, usually FT",SD,20,"$25,000 - $29,999","Personal services, including private household",Office and admin
64,All own children 14-17 years of age,"Native, born abroad with American parent(s)",Male,Married,6,Black,Master's degree,"Self-employed, incorporated","PT for economic reasons, usually FT",NJ,57,"$15,000 - $19,999",Entertainment and recreation,Office and admin
52,All own children 14-17 years of age,"Foreign born, naturalized US citizen",Female,Not married,13,White,Associate degree-academic program,Government - State,"FT hours, usually PT for economic reasons",MT,173,"$25,000 - $29,999",Transportation,Office and admin
80,All own children 14-17 years of age,"Native, born abroad with American parent(s)",Female,Not married,12,Multiple races,Bachelor's degree,"Self-employed, incorporated","FT hours, usually PT for non-economic",UT,149,"$30,000 - $34,999",Retail trade,Agriculture
65,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Foreign born, naturalized US citizen",Male,Not married,13,Native American,Master's degree,"Private, for profit","Not at work, usually FT",WY,78,"$25,000 - $29,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Technicians
77,All own children 14-17 years of age,"Foreign born, not a US citizen",Male,Married,3,Black,10th grade,"Private, nonprofit","FT hours, usually PT for economic reasons",NE,194,"$40,000 - $49,999",Social Services,"Precision production, craft and repair"
51,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born in Puerto Rico or other US island areas",Female,Married,1,Multiple races,Bachelor's degree,Government - State,"FT hours (35+), usually FT",OH,3,"$20,000 - $24,999",Educational,Services
42,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in US",Female,Married,13,White,9th grade,"Self-employed, incorporated","PT hrs, usually PT for economic reasons",RI,42,"$7,500 - $9,999",Public administration,Agriculture
70,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born in US",Male,Married,11,Black,7th-8th grade,"Self-employed, unincorporated","FT hours (35+), usually FT",AR,150,"$10,000 - $12,499","Agriculture, mining, forestry and fisheries",Sales
23,No own children under 18 years of age,"Native, born in US",Male,Not married,4,Native American,"HS graduate, GED","Private, nonprofit","FT hours, usually PT for economic reasons",WV,20,"$20,000 - $24,999","Manufacturing, nondurable goods","Precision production, craft and repair"
63,All own children 14-17 years of age,"Foreign born, not a US citizen",Female,Married,2,Hispanic,1st-4th grade,"Private, for profit",Unemployed FT,NY,34,"$20,000 - $24,999",Retail trade,Services
47,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in Puerto Rico or other US island areas",Female,Not married,1,Multiple races,Bachelor's degree,"Private, nonprofit",Unemployed FT,TN,115,"$100,000 - $149,999","Personal services, including private household",Services
71,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Male,Married,4,White,Doctorate,"Self-employed, incorporated",Unemployed PT,SC,121,"$50,000 - $74,999",Transportation,Managers and professionals
59,All own children 0-2 years of age,"Foreign born, not a US citizen",Female,Not married,1,Hispanic,10th grade,Government - State,"FT hours, usually PT for non-economic",WI,70,"$5,000 - $7,499",Retail trade,Managers and professionals
35,Own children from all age groups,"Native, born in US",Male,Married,13,Native American,Less than 1st grade,Government - Federal,"FT hours, usually PT for non-economic",FL,47,"$12,500 - $14,999",Transportation,Technicians
24,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in Puerto Rico or other US island areas",Male,Not married,0,Asian,"HS graduate, GED","Private, for profit","PT for non-economic reasons, usually FT",MS,150,"$20,000 - $24,999",Educational,Office and admin
29,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Female,Married,2,Black,Associate degree-academic program,Government - Federal,Unemployed FT,VT,179,"$30,000 - $34,999",Hospital,Technicians
23,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born in Puerto Rico or other US island areas",Female,Not married,3,White,1st-4th grade,"Self-employed, incorporated","Not at work, usually part-time",MI,29,"$50,000 - $74,999","Agriculture, mining, forestry and fisheries",Services
53,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, naturalized US citizen",Male,Married,9,Asian,Doctorate,Government - Local,Not in labor force,MT,56,"$5,000 - $7,499","Agriculture, mining, forestry and fisheries",Personal care and personal services
35,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, not a US citizen",Female,Married,5,Multiple races,Bachelor's degree,"Self-employed, incorporated","PT for non-economic reasons, usually FT",WI,61,"$20,000 - $24,999","Personal services, including private household",Agriculture
52,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Foreign born, not a US citizen",Male,Married,1,Multiple races,Master's degree,Government - Local,"PT hrs, usually PT for non-economic reasons",TN,38,"$7,500 - $9,999",Wholesale trade,"Operators, fabricators and laborers"
34,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Male,Married,5,Native American,5th-6th grade,Government - Local,Unemployed FT,IN,166,"$20,000 - $24,999",Hospital,Protective service
31,Own children 6-13 and 14-17 years of age (none 0-5),"Foreign born, not a US citizen",Male,Married,3,White,1st-4th grade,"Private, nonprofit","Not at work, usually part-time",VT,48,"$100,000 - $149,999",Communications and utilities,Technicians
80,Own children from all age groups,"Native, born in Puerto Rico or other US island areas",Female,Not married,2,Multiple races,10th grade,"Private, nonprofit","FT hours, usually PT for non-economic",NC,43,"$5,000 - $7,499",Entertainment and recreation,Agriculture
49,All own children 14-17 years of age,"Foreign born, naturalized US citizen",Female,Not married,11,Asian,Professional school,"Self-employed, incorporated","PT hrs, usually PT for non-economic reasons",TX,149,"$40,000 - $49,999",Hospital,Sales
67,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Male,Not married,1,Multiple races,11th grade,"Private, nonprofit","FT hours, usually PT for economic reasons",MD,69,"$100,000 - $149,999","Manufacturing, nondurable goods",Sales
25,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Male,Married,10,White,7th-8th grade,Government - Local,"PT for economic reasons, usually FT",IL,151,"$75,000 - $99,999",Wholesale trade,Sales
68,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in Puerto Rico or other US island areas",Male,Not married,13,Asian,Professional school,"Private, for profit",Not in labor force,CA,149,"$75,000 - $99,999","Manufacturing, nondurable goods",Technicians
35,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Native, born in Puerto Rico or other US island areas",Female,Not married,2,Black,Less than 1st grade,Government - Federal,"FT hours, usually PT for economic reasons",NM,27,"$50,000 - $74,999","Agriculture, mining, forestry and fisheries",Technicians
57,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Male,Married,7,Multiple races,9th grade,"Self-employed, incorporated",Not in labor force,SC,190,"$50,000 - $74,999","Manufacturing, nondurable goods",Sales
